regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,32,8,0.25,4.0,1024,0,2048,8192,3584,910.403,1848.3,1185.12,0.2929
mixed,32,8,0.25,4.0,1024,0,4096,16384,7168,1705.83,3484.49,2139.43,0.2438
mixed,32,8,0.25,4.0,1024,512,128,512,224,292.673,350.944,306.305,0.2339
mixed,32,8,0.25,4.0,1024,512,256,1024,448,334.177,445.696,356.322,0.1986
mixed,32,8,0.25,4.0,1024,512,512,2048,896,417.216,634.72,445.313,0.1292
mixed,32,8,0.25,4.0,1024,512,1024,4096,1792,578.401,1072.45,687.555,0.2209
mixed,32,8,0.25,4.0,1024,512,2048,8192,3584,968.548,1971.4,1220.13,0.2509
mixed,32,8,0.25,4.0,1024,512,4096,16384,7168,1700.64,3505.1,2194.41,0.2736
mixed,32,8,0.25,4.0,1024,1024,128,512,224,352.514,432.482,385.09,0.4074
mixed,32,8,0.25,4.0,1024,1024,256,1024,448,417.663,516.576,419.616,0.0197
mixed,32,8,0.25,4.0,1024,1024,512,2048,896,472.865,670.817,482.592,0.0491
mixed,32,8,0.25,4.0,1024,1024,1024,4096,1792,622.307,1132.96,732.033,0.2149
mixed,32,8,0.25,4.0,1024,1024,2048,8192,3584,1018.21,1958.15,1218.08,0.2126
mixed,32,8,0.25,4.0,1024,1024,4096,16384,7168,1754.98,3595.05,2209.77,0.2472
mixed,32,8,0.25,4.0,1024,2048,128,512,224,468.13,537.665,484.259,0.232
mixed,32,8,0.25,4.0,1024,2048,256,1024,448,512.675,621.602,548.833,0.3319
mixed,32,8,0.25,4.0,1024,2048,512,2048,896,630.177,809.698,624.801,-0.0299
mixed,32,8,0.25,4.0,1024,2048,1024,4096,1792,734.243,1180.45,815.139,0.1813
mixed,32,8,0.25,4.0,1024,2048,2048,8192,3584,1062.43,2101.03,1293.15,0.2221
mixed,32,8,0.25,4.0,1024,2048,4096,16384,7168,1959.33,3858.47,2267.81,0.1624
mixed,32,8,0.25,4.0,1024,4096,128,512,224,706.178,761.379,746.721,0.7345
mixed,32,8,0.25,4.0,1024,4096,256,1024,448,750.018,865.795,754.946,0.0426
mixed,32,8,0.25,4.0,1024,4096,512,2048,896,834.08,1056.8,832.708,-0.0062
mixed,32,8,0.25,4.0,1024,4096,1024,4096,1792,1049.95,1411.04,984.195,-0.1821
mixed,32,8,0.25,4.0,1024,4096,2048,8192,3584,1326.88,2399.24,1445.67,0.1108
mixed,32,8,0.25,4.0,1024,4096,4096,16384,7168,1998.6,5769.87,2484.24,0.1288
mixed,32,8,0.25,4.0,1024,8192,128,512,224,1191.9,1238.05,1202.57,0.231
mixed,32,8,0.25,4.0,1024,8192,256,1024,448,1223.88,1327.84,1232.19,0.08
mixed,32,8,0.25,4.0,1024,8192,512,2048,896,1301.92,1491.65,1295.94,-0.0315
mixed,32,8,0.25,4.0,1024,8192,1024,4096,1792,1429.54,1923.62,1517.03,0.1771
mixed,32,8,0.25,4.0,1024,8192,2048,8192,3584,1896.96,2750.63,1764.36,-0.1553
mixed,32,8,0.25,4.0,1024,8192,4096,16384,7168,2454.92,5064.62,2719.4,0.1013
mixed,32,8,0.25,4.0,2048,0,128,512,224,470.913,528.227,482.849,0.2083
mixed,32,8,0.25,4.0,2048,0,256,1024,448,513.218,607.936,520.386,0.0757
mixed,32,8,0.25,4.0,2048,0,512,2048,896,589.058,801.698,599.905,0.051
mixed,32,8,0.25,4.0,2048,0,1024,4096,1792,747.264,1292.51,852.932,0.1938
mixed,32,8,0.25,4.0,2048,0,2048,8192,3584,1124.36,2109.13,1335.11,0.214
mixed,32,8,0.25,4.0,2048,0,4096,16384,7168,1973.03,3797.58,2314.57,0.1872
mixed,32,8,0.25,4.0,2048,512,128,512,224,573.473,631.875,585.219,0.2011
mixed,32,8,0.25,4.0,2048,512,256,1024,448,616.161,715.394,625.09,0.09
mixed,32,8,0.25,4.0,2048,512,512,2048,896,693.923,884.419,689.476,-0.0233
mixed,32,8,0.25,4.0,2048,512,1024,4096,1792,829.217,1315.75,932.547,0.2124
mixed,32,8,0.25,4.0,2048,512,2048,8192,3584,1204.45,2281.29,1419.56,0.1998
mixed,32,8,0.25,4.0,2048,512,4096,16384,7168,2047.27,3929.77,2394.86,0.1846
mixed,32,8,0.25,4.0,2048,1024,128,512,224,673.633,732.609,685.633,0.2035
mixed,32,8,0.25,4.0,2048,1024,256,1024,448,714.115,814.371,723.936,0.098
mixed,32,8,0.25,4.0,2048,1024,512,2048,896,795.94,972.993,829.062,0.1871
mixed,32,8,0.25,4.0,2048,1024,1024,4096,1792,934.722,1393.06,1009.76,0.1637
mixed,32,8,0.25,4.0,2048,1024,2048,8192,3584,1348.07,2347.69,1501.06,0.1531
mixed,32,8,0.25,4.0,2048,1024,4096,16384,7168,2084.84,4424.69,2475.53,0.167
mixed,32,8,0.25,4.0,2048,2048,128,512,224,862.339,970.404,880.194,0.1652
mixed,32,8,0.25,4.0,2048,2048,256,1024,448,910.657,1018.37,920.58,0.0921
mixed,32,8,0.25,4.0,2048,2048,512,2048,896,995.521,1181.22,990.946,-0.0246
mixed,32,8,0.25,4.0,2048,2048,1024,4096,1792,1141.12,1566.08,1158.95,0.0419
mixed,32,8,0.25,4.0,2048,2048,2048,8192,3584,1463.04,2534.44,1701,0.2221
mixed,32,8,0.25,4.0,2048,2048,4096,16384,7168,2258.28,5815.15,2645.35,0.1088
mixed,32,8,0.25,4.0,2048,4096,128,512,224,1236.48,1320.32,1252.26,0.1881
mixed,32,8,0.25,4.0,2048,4096,256,1024,448,1287.97,1413.51,1302.69,0.1172
mixed,32,8,0.25,4.0,2048,4096,512,2048,896,1394.85,1579.01,1400.16,0.0288
mixed,32,8,0.25,4.0,2048,4096,1024,4096,1792,1543.94,1930.79,1525.8,-0.0469
mixed,32,8,0.25,4.0,2048,4096,2048,8192,3584,1836.36,2782.06,1971.62,0.143
mixed,32,8,0.25,4.0,2048,4096,4096,16384,7168,2583.88,7414.46,3008.88,0.088
mixed,32,8,0.25,4.0,2048,8192,128,512,224,1968.23,2049.48,1985.6,0.2138
mixed,32,8,0.25,4.0,2048,8192,256,1024,448,2022.47,2174.05,2041.25,0.1239
mixed,32,8,0.25,4.0,2048,8192,512,2048,896,2144.74,2396.71,2132.87,-0.0471
mixed,32,8,0.25,4.0,2048,8192,1024,4096,1792,2356.23,2704.71,2353.42,-0.0081
mixed,32,8,0.25,4.0,2048,8192,2048,8192,3584,2625.19,3515.92,2594.85,-0.0341
mixed,32,8,0.25,4.0,2048,8192,4096,16384,7168,3300.72,5240.82,3610.67,0.1598
pure,32,16,0.5,4.0,0,0,128,512,320,86.657,108.836,87.456,0.036
pure,32,16,0.5,4.0,0,0,256,1024,640,125.569,174.69,126.017,0.0091
pure,32,16,0.5,4.0,0,0,512,2048,1280,211.359,332.737,207.713,-0.03
pure,32,16,0.5,4.0,0,0,1024,4096,2560,405.474,617.475,404.992,-0.0023
pure,32,16,0.5,4.0,0,0,2048,8192,5120,758.82,1139.94,738.241,-0.054
pure,32,16,0.5,4.0,0,0,4096,16384,10240,1420.65,2196.42,1400.58,-0.0259
mixed,32,16,0.5,4.0,16,0,128,512,320,101.346,148.736,123.073,0.4585
mixed,32,16,0.5,4.0,16,0,256,1024,640,173.951,251.424,199.552,0.3305
mixed,32,16,0.5,4.0,16,0,512,2048,1280,300.577,452.737,346.304,0.3005
mixed,32,16,0.5,4.0,16,0,1024,4096,2560,553.154,870.179,640.675,0.2761
mixed,32,16,0.5,4.0,16,0,2048,8192,5120,1101.06,1740.9,1220.96,0.1874
mixed,32,16,0.5,4.0,16,0,4096,16384,10240,2156.52,3403.63,3188.17,0.8272
mixed,32,16,0.5,4.0,16,512,128,512,320,117.344,149.376,124.288,0.2168
mixed,32,16,0.5,4.0,16,512,256,1024,640,174.912,253.441,200.961,0.3317
mixed,32,16,0.5,4.0,16,512,512,2048,1280,301.473,450.497,347.682,0.3101
mixed,32,16,0.5,4.0,16,512,1024,4096,2560,553.635,872.546,644.835,0.286
mixed,32,16,0.5,4.0,16,512,2048,8192,5120,1105.92,1741.83,1224.84,0.187
mixed,32,16,0.5,4.0,16,512,4096,16384,10240,2157.25,3399.53,3165.13,0.8113
mixed,32,16,0.5,4.0,16,1024,128,512,320,149.6,181.666,156.161,0.2046
mixed,32,16,0.5,4.0,16,1024,256,1024,640,198.305,253.122,200.992,0.049
mixed,32,16,0.5,4.0,16,1024,512,2048,1280,301.953,451.746,348.256,0.3091
mixed,32,16,0.5,4.0,16,1024,1024,4096,2560,553.57,875.49,655.105,0.3154
mixed,32,16,0.5,4.0,16,1024,2048,8192,5120,1096.48,1746.66,1224.07,0.1962
mixed,32,16,0.5,4.0,16,1024,4096,16384,10240,2159.21,3405.84,3151.21,0.7957
mixed,32,16,0.5,4.0,16,2048,128,512,320,212.64,244.384,221.28,0.2722
mixed,32,16,0.5,4.0,16,2048,256,1024,640,260.865,314.945,262.944,0.0384
mixed,32,16,0.5,4.0,16,2048,512,2048,1280,348.354,453.472,350.721,0.0225
mixed,32,16,0.5,4.0,16,2048,1024,4096,2560,555.393,876.995,660.353,0.3264
mixed,32,16,0.5,4.0,16,2048,2048,8192,5120,1095.78,1744.36,1243.59,0.2279
mixed,32,16,0.5,4.0,16,2048,4096,16384,10240,2161.48,3406.76,3135.62,0.7823
mixed,32,16,0.5,4.0,16,4096,128,512,320,335.808,369.953,343.232,0.2174
mixed,32,16,0.5,4.0,16,4096,256,1024,640,384.417,439.425,386.24,0.0331
mixed,32,16,0.5,4.0,16,4096,512,2048,1280,472.129,575.937,474.145,0.0194
mixed,32,16,0.5,4.0,16,4096,1024,4096,2560,647.585,890.016,661.378,0.0569
mixed,32,16,0.5,4.0,16,4096,2048,8192,5120,1116.39,1777.06,1251.01,0.2038
mixed,32,16,0.5,4.0,16,4096,4096,16384,10240,2215.4,3559.15,3176.01,0.7149
mixed,32,16,0.5,4.0,16,8192,128,512,320,584.32,613.857,613.825,0.9989
mixed,32,16,0.5,4.0,16,8192,256,1024,640,655.488,712.832,658.243,0.048
mixed,32,16,0.5,4.0,16,8192,512,2048,1280,746.275,856.066,747.842,0.0143
mixed,32,16,0.5,4.0,16,8192,1024,4096,2560,930.69,1178.4,941.858,0.0451
mixed,32,16,0.5,4.0,16,8192,2048,8192,5120,1366.47,1815.72,1304.32,-0.1383
mixed,32,16,0.5,4.0,16,8192,4096,16384,10240,2241.77,3629.1,3178.03,0.6749
mixed,32,16,0.5,4.0,32,0,128,512,320,105.92,154.496,127.811,0.4507
mixed,32,16,0.5,4.0,32,0,256,1024,640,180.896,262.175,207.586,0.3284
mixed,32,16,0.5,4.0,32,0,512,2048,1280,311.585,470.307,360.928,0.3109
mixed,32,16,0.5,4.0,32,0,1024,4096,2560,573.793,906.625,667.364,0.2811
mixed,32,16,0.5,4.0,32,0,2048,8192,5120,1142.37,1799.46,1271.33,0.1963
mixed,32,16,0.5,4.0,32,0,4096,16384,10240,2232.52,3525.1,3230.96,0.7724
mixed,32,16,0.5,4.0,32,512,128,512,320,123.361,156.224,129.633,0.1909
mixed,32,16,0.5,4.0,32,512,256,1024,640,181.793,263.073,209.729,0.3437
mixed,32,16,0.5,4.0,32,512,512,2048,1280,313.376,471.777,361.248,0.3022
mixed,32,16,0.5,4.0,32,512,1024,4096,2560,575.169,907.97,671.588,0.2897
mixed,32,16,0.5,4.0,32,512,2048,8192,5120,1146.24,1808.71,1272.42,0.1905
mixed,32,16,0.5,4.0,32,512,4096,16384,10240,2233.77,3520.75,3229.32,0.7736
mixed,32,16,0.5,4.0,32,1024,128,512,320,157.12,189.027,163.968,0.2146
mixed,32,16,0.5,4.0,32,1024,256,1024,640,206.658,262.815,210.721,0.0724
mixed,32,16,0.5,4.0,32,1024,512,2048,1280,313.121,470.4,361.665,0.3086
mixed,32,16,0.5,4.0,32,1024,1024,4096,2560,576.898,906.24,680.578,0.3148
mixed,32,16,0.5,4.0,32,1024,2048,8192,5120,1139.2,1808.9,1274.98,0.2027
mixed,32,16,0.5,4.0,32,1024,4096,16384,10240,2226.98,3536.2,3225.19,0.7624
mixed,32,16,0.5,4.0,32,2048,128,512,320,222.306,255.042,227.809,0.1681
mixed,32,16,0.5,4.0,32,2048,256,1024,640,271.842,327.425,274.398,0.046
mixed,32,16,0.5,4.0,32,2048,512,2048,1280,361.665,471.489,364.228,0.0233
mixed,32,16,0.5,4.0,32,2048,1024,4096,2560,577.283,911.203,683.777,0.3189
mixed,32,16,0.5,4.0,32,2048,2048,8192,5120,1136.32,1807.62,1292.77,0.2331
mixed,32,16,0.5,4.0,32,2048,4096,16384,10240,2234.02,3538.64,3169.8,0.7173
mixed,32,16,0.5,4.0,32,4096,128,512,320,352.832,384.608,359.426,0.2075
mixed,32,16,0.5,4.0,32,4096,256,1024,640,402.242,456.449,404.578,0.0431
mixed,32,16,0.5,4.0,32,4096,512,2048,1280,491.906,601.184,492.832,0.0085
mixed,32,16,0.5,4.0,32,4096,1024,4096,2560,672.835,917.795,688.226,0.0628
mixed,32,16,0.5,4.0,32,4096,2048,8192,5120,1154.63,1834.79,1305.15,0.2213
mixed,32,16,0.5,4.0,32,4096,4096,16384,10240,2281.1,3620.75,3230.95,0.709
mixed,32,16,0.5,4.0,32,8192,128,512,320,612.864,640.547,618.178,0.192
mixed,32,16,0.5,4.0,32,8192,256,1024,640,657.281,713.601,655.425,-0.033
mixed,32,16,0.5,4.0,32,8192,512,2048,1280,745.892,855.906,750.24,0.0395
mixed,32,16,0.5,4.0,32,8192,1024,4096,2560,930.819,1180,942.114,0.0453
mixed,32,16,0.5,4.0,32,8192,2048,8192,5120,1367.68,1822.18,1309.57,-0.1279
mixed,32,16,0.5,4.0,32,8192,4096,16384,10240,2239.18,3612.53,3160.62,0.6709
mixed,32,16,0.5,4.0,64,0,128,512,320,106.176,155.68,128.321,0.4473
mixed,32,16,0.5,4.0,64,0,256,1024,640,181.824,262.595,206.849,0.3098
mixed,32,16,0.5,4.0,64,0,512,2048,1280,313.184,470.944,359.84,0.2957
mixed,32,16,0.5,4.0,64,0,1024,4096,2560,574.627,909.599,667.97,0.2787
mixed,32,16,0.5,4.0,64,0,2048,8192,5120,1142.37,1799.14,1273.22,0.1992
mixed,32,16,0.5,4.0,64,0,4096,16384,10240,2236.97,3482.22,3238.92,0.8046
mixed,32,16,0.5,4.0,64,512,128,512,320,122.848,156.8,130.658,0.23
mixed,32,16,0.5,4.0,64,512,256,1024,640,181.921,263.232,209.698,0.3416
mixed,32,16,0.5,4.0,64,512,512,2048,1280,313.345,470.208,361.057,0.3042
mixed,32,16,0.5,4.0,64,512,1024,4096,2560,576.674,907.651,674.369,0.2952
mixed,32,16,0.5,4.0,64,512,2048,8192,5120,1152.55,1799.43,1278.21,0.1943
mixed,32,16,0.5,4.0,64,512,4096,16384,10240,2231.3,3532.27,3208.78,0.7513
mixed,32,16,0.5,4.0,64,1024,128,512,320,158.178,190.464,163.52,0.1655
mixed,32,16,0.5,4.0,64,1024,256,1024,640,207.84,264.352,211.008,0.0561
mixed,32,16,0.5,4.0,64,1024,512,2048,1280,313.761,471.392,361.858,0.3051
mixed,32,16,0.5,4.0,64,1024,1024,4096,2560,576.45,908.738,681.345,0.3157
mixed,32,16,0.5,4.0,64,1024,2048,8192,5120,1137.96,1807.37,1276.71,0.2073
mixed,32,16,0.5,4.0,64,1024,4096,16384,10240,2237,3545.99,3221.03,0.7517
mixed,32,16,0.5,4.0,64,2048,128,512,320,224.737,256.289,229.473,0.1501
mixed,32,16,0.5,4.0,64,2048,256,1024,640,274.178,329.697,275.999,0.0328
mixed,32,16,0.5,4.0,64,2048,512,2048,1280,362.978,473.154,363.809,0.0075
mixed,32,16,0.5,4.0,64,2048,1024,4096,2560,578.433,908.419,687.907,0.3318
mixed,32,16,0.5,4.0,64,2048,2048,8192,5120,1139.62,1806.6,1296.58,0.2353
mixed,32,16,0.5,4.0,64,2048,4096,16384,10240,2238.22,3539.69,3184.49,0.7271
mixed,32,16,0.5,4.0,64,4096,128,512,320,352.064,385.505,355.616,0.1062
mixed,32,16,0.5,4.0,64,4096,256,1024,640,403.17,458.307,403.105,-0.0012
mixed,32,16,0.5,4.0,64,4096,512,2048,1280,492.704,600.548,492.577,-0.0012
mixed,32,16,0.5,4.0,64,4096,1024,4096,2560,675.073,922.628,687.104,0.0486
mixed,32,16,0.5,4.0,64,4096,2048,8192,5120,1153.12,1826.89,1300.58,0.2189
mixed,32,16,0.5,4.0,64,4096,4096,16384,10240,2285.67,3637.61,3227.37,0.6966
mixed,32,16,0.5,4.0,64,8192,128,512,320,612.193,646.786,619.616,0.2146
mixed,32,16,0.5,4.0,64,8192,256,1024,640,661.729,714.753,660.193,-0.029
mixed,32,16,0.5,4.0,64,8192,512,2048,1280,749.25,861.698,750.052,0.0071
mixed,32,16,0.5,4.0,64,8192,1024,4096,2560,933.217,1185.35,944.61,0.0452
mixed,32,16,0.5,4.0,64,8192,2048,8192,5120,1373.7,1823.4,1314.72,-0.1311
mixed,32,16,0.5,4.0,64,8192,4096,16384,10240,2258.25,3623.98,3120.65,0.6315
mixed,32,16,0.5,4.0,128,0,128,512,320,106.209,154.144,127.296,0.4399
mixed,32,16,0.5,4.0,128,0,256,1024,640,179.584,256.065,202.752,0.3029
mixed,32,16,0.5,4.0,128,0,512,2048,1280,304.929,455.041,351.746,0.3119
mixed,32,16,0.5,4.0,128,0,1024,4096,2560,556.992,881.443,653.314,0.2969
mixed,32,16,0.5,4.0,128,0,2048,8192,5120,1111.84,1748.71,1226.92,0.1807
mixed,32,16,0.5,4.0,128,0,4096,16384,10240,2160.36,3409.48,3186.38,0.8214
mixed,32,16,0.5,4.0,128,512,128,512,320,123.808,156.161,142.656,0.5826
mixed,32,16,0.5,4.0,128,512,256,1024,640,181.024,256.673,207.488,0.3498
mixed,32,16,0.5,4.0,128,512,512,2048,1280,305.76,455.425,350.752,0.3006
mixed,32,16,0.5,4.0,128,512,1024,4096,2560,559.137,883.139,657.761,0.3044
mixed,32,16,0.5,4.0,128,512,2048,8192,5120,1110.98,1750.21,1253.63,0.2232
mixed,32,16,0.5,4.0,128,512,4096,16384,10240,2162.82,3410.09,3186.86,0.821
mixed,32,16,0.5,4.0,128,1024,128,512,320,157.923,188.927,168.032,0.3261
mixed,32,16,0.5,4.0,128,1024,256,1024,640,206.846,258.976,212.127,0.1013
mixed,32,16,0.5,4.0,128,1024,512,2048,1280,305.985,456.673,352.865,0.3111
mixed,32,16,0.5,4.0,128,1024,1024,4096,2560,559.075,882.627,663.361,0.3223
mixed,32,16,0.5,4.0,128,1024,2048,8192,5120,1112.23,1750.41,1253.28,0.221
mixed,32,16,0.5,4.0,128,1024,4096,16384,10240,2167.98,3413.45,3147.85,0.7867
mixed,32,16,0.5,4.0,128,2048,128,512,320,220.417,252.736,241.25,0.6446
mixed,32,16,0.5,4.0,128,2048,256,1024,640,270.624,322.4,290.337,0.3807
mixed,32,16,0.5,4.0,128,2048,512,2048,1280,354.658,460.064,356.704,0.0194
mixed,32,16,0.5,4.0,128,2048,1024,4096,2560,561.568,886.051,669.794,0.3335
mixed,32,16,0.5,4.0,128,2048,2048,8192,5120,1102.37,1753.86,1257.8,0.2386
mixed,32,16,0.5,4.0,128,2048,4096,16384,10240,2171.97,3419.59,2954.86,0.6275
mixed,32,16,0.5,4.0,128,4096,128,512,320,344.769,377.442,363.137,0.5622
mixed,32,16,0.5,4.0,128,4096,256,1024,640,394.786,447.584,414.464,0.3727
mixed,32,16,0.5,4.0,128,4096,512,2048,1280,482.176,584.033,512.992,0.3025
mixed,32,16,0.5,4.0,128,4096,1024,4096,2560,660.226,901.635,676.64,0.068
mixed,32,16,0.5,4.0,128,4096,2048,8192,5120,1129.92,1862.69,1259.88,0.1773
mixed,32,16,0.5,4.0,128,4096,4096,16384,10240,2357.42,3815.7,3052.75,0.4768
mixed,32,16,0.5,4.0,128,8192,128,512,320,593.697,625.986,609.633,0.4935
mixed,32,16,0.5,4.0,128,8192,256,1024,640,641.955,693.857,660.449,0.3563
mixed,32,16,0.5,4.0,128,8192,512,2048,1280,731.075,832.289,758.273,0.2687
mixed,32,16,0.5,4.0,128,8192,1024,4096,2560,906.306,1155.56,940.066,0.1354
mixed,32,16,0.5,4.0,128,8192,2048,8192,5120,1343.43,1801.19,1277.86,-0.1432
mixed,32,16,0.5,4.0,128,8192,4096,16384,10240,2213.86,3741.32,2902,0.4505
mixed,32,16,0.5,4.0,256,0,128,512,320,126.207,173.569,144.961,0.396
mixed,32,16,0.5,4.0,256,0,256,1024,640,199.104,271.712,216.96,0.2459
mixed,32,16,0.5,4.0,256,0,512,2048,1280,321.312,470.015,357.312,0.2421
mixed,32,16,0.5,4.0,256,0,1024,4096,2560,566.468,883.106,658.912,0.292
mixed,32,16,0.5,4.0,256,0,2048,8192,5120,1112.19,1750.57,1242.43,0.204
mixed,32,16,0.5,4.0,256,0,4096,16384,10240,2163.94,3409.77,3152.87,0.7938
mixed,32,16,0.5,4.0,256,512,128,512,320,156.962,198.752,161.28,0.1033
mixed,32,16,0.5,4.0,256,512,256,1024,640,228.384,305.889,234.209,0.0752
mixed,32,16,0.5,4.0,256,512,512,2048,1280,353.504,497.633,365.409,0.0826
mixed,32,16,0.5,4.0,256,512,1024,4096,2560,594.497,886.722,668.003,0.2515
mixed,32,16,0.5,4.0,256,512,2048,8192,5120,1113.89,1751.24,1261.18,0.2311
mixed,32,16,0.5,4.0,256,512,4096,16384,10240,2168.2,3412.81,3147.59,0.7869
mixed,32,16,0.5,4.0,256,1024,128,512,320,196.543,235.393,197.346,0.0207
mixed,32,16,0.5,4.0,256,1024,256,1024,640,245.024,330.849,245.664,0.0075
mixed,32,16,0.5,4.0,256,1024,512,2048,1280,386.146,532.13,393.664,0.0515
mixed,32,16,0.5,4.0,256,1024,1024,4096,2560,629.411,911.203,672.611,0.1533
mixed,32,16,0.5,4.0,256,1024,2048,8192,5120,1105.54,1751.88,1266.53,0.2491
mixed,32,16,0.5,4.0,256,1024,4096,16384,10240,2168.42,3416.68,3127.91,0.7687
mixed,32,16,0.5,4.0,256,2048,128,512,320,260.033,307.2,266.049,0.1275
mixed,32,16,0.5,4.0,256,2048,256,1024,640,328.864,401.953,320.32,-0.1169
mixed,32,16,0.5,4.0,256,2048,512,2048,1280,429.123,610.594,424.928,-0.0231
mixed,32,16,0.5,4.0,256,2048,1024,4096,2560,724.578,1027.84,729.953,0.0177
mixed,32,16,0.5,4.0,256,2048,2048,8192,5120,1222.66,1829.19,1318.02,0.1572
mixed,32,16,0.5,4.0,256,2048,4096,16384,10240,2247.88,3539.09,2815.3,0.4395
mixed,32,16,0.5,4.0,256,4096,128,512,320,403.105,447.71,408.67,0.1248
mixed,32,16,0.5,4.0,256,4096,256,1024,640,473.218,551.969,469.218,-0.0508
mixed,32,16,0.5,4.0,256,4096,512,2048,1280,601.087,754.69,600.161,-0.006
mixed,32,16,0.5,4.0,256,4096,1024,4096,2560,785.411,1186.31,761.346,-0.06
mixed,32,16,0.5,4.0,256,4096,2048,8192,5120,1427.84,2287.24,1332.01,-0.1115
mixed,32,16,0.5,4.0,256,4096,4096,16384,10240,2806.63,4322.19,2984.68,0.1175
mixed,32,16,0.5,4.0,256,8192,128,512,320,668.067,710.337,667.393,-0.0159
mixed,32,16,0.5,4.0,256,8192,256,1024,640,732.129,811.426,726.242,-0.0742
mixed,32,16,0.5,4.0,256,8192,512,2048,1280,864.675,1019.91,858.433,-0.0402
mixed,32,16,0.5,4.0,256,8192,1024,4096,2560,1123.68,1452.71,1092.96,-0.0934
mixed,32,16,0.5,4.0,256,8192,2048,8192,5120,1534.37,2340.49,1426.69,-0.1336
mixed,32,16,0.5,4.0,256,8192,4096,16384,10240,2794.47,4622.29,3220.46,0.2331
mixed,32,16,0.5,4.0,512,0,128,512,320,162.848,216.576,176.641,0.2567
mixed,32,16,0.5,4.0,512,0,256,1024,640,245.794,322.271,257.088,0.1477
mixed,32,16,0.5,4.0,512,0,512,2048,1280,372.384,525.056,409.632,0.244
mixed,32,16,0.5,4.0,512,0,1024,4096,2560,628.13,959.267,713.282,0.2572
mixed,32,16,0.5,4.0,512,0,2048,8192,5120,1180.71,1833.64,1314.02,0.2042
mixed,32,16,0.5,4.0,512,0,4096,16384,10240,2233,3562.47,3249.84,0.7648
mixed,32,16,0.5,4.0,512,512,128,512,320,212.352,250.944,218.336,0.1551
mixed,32,16,0.5,4.0,512,512,256,1024,640,272.959,354.049,279.04,0.075
mixed,32,16,0.5,4.0,512,512,512,2048,1280,409.697,557.727,436.609,0.1818
mixed,32,16,0.5,4.0,512,512,1024,4096,2560,663.171,992.165,738.241,0.2282
mixed,32,16,0.5,4.0,512,512,2048,8192,5120,1204.9,1837,1331.62,0.2005
mixed,32,16,0.5,4.0,512,512,4096,16384,10240,2268.01,3568.11,3256.84,0.7606
mixed,32,16,0.5,4.0,512,1024,128,512,320,261.089,297.504,268.544,0.2047
mixed,32,16,0.5,4.0,512,1024,256,1024,640,317.92,389.567,318.114,0.0027
mixed,32,16,0.5,4.0,512,1024,512,2048,1280,431.489,594.083,465.186,0.2072
mixed,32,16,0.5,4.0,512,1024,1024,4096,2560,697.344,1021.41,769.633,0.2231
mixed,32,16,0.5,4.0,512,1024,2048,8192,5120,1242.15,1874.5,1340.39,0.1554
mixed,32,16,0.5,4.0,512,1024,4096,16384,10240,2256.36,3547.28,3134.7,0.6804
mixed,32,16,0.5,4.0,512,2048,128,512,320,349.953,396.8,360.32,0.2213
mixed,32,16,0.5,4.0,512,2048,256,1024,640,413.728,465.952,408.418,-0.1017
mixed,32,16,0.5,4.0,512,2048,512,2048,1280,510.785,659.33,511.586,0.0054
mixed,32,16,0.5,4.0,512,2048,1024,4096,2560,759.712,1090.4,820.159,0.1828
mixed,32,16,0.5,4.0,512,2048,2048,8192,5120,1306.02,1973.22,1419.01,0.1694
mixed,32,16,0.5,4.0,512,2048,4096,16384,10240,2375.46,3459.34,2685.16,0.2857
mixed,32,16,0.5,4.0,512,4096,128,512,320,487.327,551.361,499.169,0.1849
mixed,32,16,0.5,4.0,512,4096,256,1024,640,578.176,664.163,590.625,0.1448
mixed,32,16,0.5,4.0,512,4096,512,2048,1280,724.704,802.337,692.642,-0.413
mixed,32,16,0.5,4.0,512,4096,1024,4096,2560,894.883,1217.47,912.355,0.0542
mixed,32,16,0.5,4.0,512,4096,2048,8192,5120,1445.09,2494.09,1488.29,0.0412
mixed,32,16,0.5,4.0,512,4096,4096,16384,10240,3192.2,4940.98,3522.57,0.1889
mixed,32,16,0.5,4.0,512,8192,128,512,320,747.263,813.217,763.04,0.2392
mixed,32,16,0.5,4.0,512,8192,256,1024,640,848.192,949.569,852.194,0.0395
mixed,32,16,0.5,4.0,512,8192,512,2048,1280,1000.03,1192.52,1041.35,0.2146
mixed,32,16,0.5,4.0,512,8192,1024,4096,2560,1324.07,1469.92,1203.33,-0.8278
mixed,32,16,0.5,4.0,512,8192,2048,8192,5120,1623.94,2312.14,1644.93,0.0305
mixed,32,16,0.5,4.0,512,8192,4096,16384,10240,2825.45,5170.39,3023.05,0.0843
mixed,32,16,0.5,4.0,1024,0,128,512,320,249.344,284.128,267.2,0.5133
mixed,32,16,0.5,4.0,1024,0,256,1024,640,310.176,397.344,327.073,0.1938
mixed,32,16,0.5,4.0,1024,0,512,2048,1280,454.691,623.587,485.795,0.1842
mixed,32,16,0.5,4.0,1024,0,1024,4096,2560,695.075,1020.99,802.656,0.3301
mixed,32,16,0.5,4.0,1024,0,2048,8192,5120,1271.59,1912.13,1336.77,0.1018
mixed,32,16,0.5,4.0,1024,0,4096,16384,10240,2259.43,3484.75,3313.19,0.86
